club_name,course_type,yardage,all_yardages,source_url,note
Reigate Hill Golf Club,,,,https://www.reigatehillgolfclub.co.uk/,no yardage found
Retford Golf Club,parkland,6196,6196 6038 5855 5558 5500,https://www.retfordgolfclub.co.uk/,several yardages — check which tee
Rodway Hill Golf Club,,6071,6071,https://www.rodway-hill-golf-course.co.uk/golf/course-overview/,
Romford Golf Club,,6408,6408 6139 6111 5783 5426,https://www.romfordgolfclub.com/the_course,several yardages — check which tee
Rookery Park Golf Club - Main Course,,6714,6714,https://www.rookeryparkgolfclub.co.uk/,
Rookwood Golf Course,,,,https://www.intelligentgolf.co.uk,no yardage found
Ross-on-Wye Golf Club (Ross-on-Wye),,,,https://www.therossonwyegolfclub.co.uk,no yardage found
Royal Ascot Golf Club,,6288,6288 6226,https://www.royalascotgolfclub.co.uk/the-course/course-overview/,several yardages — check which tee
Royal Ashdown Forest Golf Club (Old),heathland,,,https://www.royalashdown.co.uk/,no yardage found
Royal Ashdown Forest Golf Club (West),heathland,,,https://www.royalashdown.co.uk/,no yardage found
Royal Blackheath Golf Club,parkland,6278,6278,https://www.royalblackheath.com/,
Royal Cinque Ports Golf Club,links,,,https://www.royalcinqueports.com/,no yardage found
Royal Mid-Surrey Golf Club (Composite),parkland,,,https://www.rmsgc.co.uk/,no yardage found
Royal Mid-Surrey Golf Club (J H Taylor),parkland,,,https://www.rmsgc.co.uk/,no yardage found
Royal Mid-Surrey Golf Club (Pam Barton),parkland,,,https://www.rmsgc.co.uk/,no yardage found
Royal North Devon,links,7085,7085 6501 6050 5685 4572,https://www.royalnorthdevongolfclub.co.uk/,several yardages — check which tee
Royal Winchester Golf Club,downland,,,https://www.royalwinchestergolfclub.com/,no yardage found
Royston Golf Club,heathland,6042,6042 5976 5711 5317,https://www.roystongolfclub.co.uk/,several yardages — check which tee
Rushden Golf Club,parkland,6460,6460 6137 5634 5597 5409,https://www.rushdengolfclub.org/course-information,several yardages — check which tee
Rushmore Golf Club,parkland,6349,6349 6336 5910 5895 5479 5465,https://www.rushmoregolfclub.co.uk/,types seen: parkland/links; several yardages — check which tee
Salisbury Golf Centre (Bibury 9 Hole),downland,,6474,https://www.salisburygolf.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
Salisbury Golf Centre (Cathedral),downland,,6474,https://www.salisburygolf.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
Saltford Golf Club,parkland,6183,6183 6125 5708 4789,https://www.saltfordgolfclub.co.uk/hole_1,several yardages — check which tee
Saunton Golf Course (East),links,,6741 6596 5910 5801 5695 5314,https://www.sauntongolf.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
Saunton Golf Course (West),links,,6741 6596 5910 5801 5695 5314,https://www.sauntongolf.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
Scraptoft Golf Club,parkland,6257,6257 5954 5386,https://www.scraptoftgolfclub.co.uk/,several yardages — check which tee
Seaford Golf Club,downland,6546,6546 6234,https://www.seafordgolfclub.co.uk/,several yardages — check which tee
Seaford Head Golf Club,downland,,,https://www.seafordheadgolfcourse.co.uk/,types seen: downland/heathland/links; no yardage found
Sedlescombe Golf Club,,6269,6269,https://www.sedlescombegolfclub.co.uk/course-guide/,
Selsey Golf Club,,,,https://www.selseycountryclub.co.uk/selsey-golf-club,no yardage found
Sheerness Golf Club,,6667,6667 6501 6293 5641 4424 4380,https://sheernessgolfclub.co.uk/scorecard,several yardages — check which tee
Sherdons Golf Centre,,,,https://www.sherdons.co.uk/,no yardage found
Sherfield Oaks Golf Club,,6412,6412 5841,https://www.sherfieldoaksgolf.co.uk/golf/the-course/,several yardages — check which tee
Sherwood Forest Golf Club,heathland,6835,6835,https://www.sherwoodforestgolfclub.co.uk/,
Shifnal Golf Club (1st Tee),,,,https://www.shifnalgolfclub.com/,no yardage found
Shirley Park Golf Club,parkland,6132,6132 5883 5838 5573,https://www.shirleyparkgolfclub.co.uk/course,several yardages — check which tee
Shrewsbury Golf Club,parkland,6198,6198,https://www.shrewsburygolfclub.co.uk/,
Sickleholme Golf Club,parkland,6064,6064 5399,https://www.sickleholme.co.uk/course/course-overview/,several yardages — check which tee
Silvermere Golf Club,,,,https://www.silvermere-golf.co.uk/,no yardage found
Singing Hills Golf Course (Lake/River),,,,https://www.singinghillsgolfcourse.co.uk,no yardage found
Singing Hills Golf Course (Lake/Valley),,,,https://www.singinghillsgolfcourse.co.uk,no yardage found
Singing Hills Golf Course (River/Lake),,,,https://www.singinghillsgolfcourse.co.uk,no yardage found
Singing Hills Golf Course (River/Valley),,,,https://www.singinghillsgolfcourse.co.uk,no yardage found
Singing Hills Golf Course (Valley/Lake),,,,https://www.singinghillsgolfcourse.co.uk,no yardage found
Singing Hills Golf Course (Valley/River),,,,https://www.singinghillsgolfcourse.co.uk,no yardage found
Skylark Golf & Country Club,,5609,5609,https://www.skylarkcountryclub.uk/the_course,
Slinfold Golf & Country Club (Slinfold Main),parkland,,6424,https://www.slinfoldclub.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
Slinfold Golf & Country Club (The Academy),parkland,,6424,https://www.slinfoldclub.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
South Beds Golf Club,downland,,,https://www.southbedsgolfclub.co.uk/,no yardage found
South Cerney Golf Course,,,,https://www.southcerneygolfcourse.co.uk/,no yardage found
South Herefordshire Golf Club,,6428,6428,https://www.south-herefordshiregc.co.uk/summer_green_fees,
South Winchester Golf Club,,,,https://golf.southwinchestergolf.co.uk,no yardage found
Southwell Golf Club,,5773,5773 5232,https://www.southwell-racecourse.co.uk/golf,several yardages — check which tee
Southwick Park Golf Course,,5472,5472 5232,https://www.southwickparkgolfclub.com/scorecard,several yardages — check which tee
Springwater Golf Club,parkland,,,https://www.springwatergolfclub.com/,no yardage found
St Audrys Golf Club,,,4047 4025 4000,https://www.staudrysgc.co.uk/,"hand: cleared, figure too short to be this course's 18-hole length"
St Augustine's Golf Club,,,,https://www.staugustinesgolfclub.co.uk/,no yardage found
St Austell Golf Course,parkland,6042,6042,https://staustellgolf.co.uk/,
St Enodoc Golf Club (The Church),links,,6557,https://www.st-enodoc.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
St Enodoc Golf Club (The Holywell),links,,6557,https://www.st-enodoc.co.uk/,"hand: cleared, the page gave one yardage for all of this club's courses"
St. Mellion International Resort (Kernow Course),,,6284 6200 5309,https://www.st-mellion.co.uk/en/courses.html,"hand: cleared, the page gave one yardage for all of this club's courses"
St. Mellion International Resort (Nicklaus Signature Course),,,6284 6200 5309,https://www.st-mellion.co.uk/en/courses.html,"hand: cleared, the page gave one yardage for all of this club's courses"
Staddon Heights Golf Club,clifftop,6068,6068,https://www.staddonheightsgolf.co.uk/,
Stapleford Abbotts Golf Course,,,,https://www.staplefordabbottsgolf.co.uk,no yardage found
Stinchcombe Hill Golf Course,,5809,5809,https://www.stinchcombehillgolfclub.com/the-course/course-tour/hole-1/,
Stoneham Golf Club,heathland,6400,6400,https://www.stonehamgolfclub.org.uk/,types seen: heathland/parkland
Stonelees Golf Centre (Executive 9/Heights 9),,,,https://stonelees.com/,no yardage found
Stonelees Golf Centre (The Executive),,,,https://stonelees.com/,no yardage found
Stonelees Golf Centre (The Heights),,,,https://stonelees.com/,no yardage found
Stoneleigh Deer Park Golf Club (Back 9),parkland,,6056,https://www.stoneleighdeerparkgolfclub.com/,"hand: cleared, the page gave one yardage for all of this club's courses"
Stoneleigh Deer Park Golf Club (Par 3 Course),parkland,,6056,https://www.stoneleighdeerparkgolfclub.com/,"hand: cleared, the page gave one yardage for all of this club's courses"
Stoneleigh Deer Park Golf Club (Tantara Main),parkland,,6056,https://www.stoneleighdeerparkgolfclub.com/,"hand: cleared, the page gave one yardage for all of this club's courses"
Stover Golf Club,parkland,6357,6357,https://www.stovergolfclub.co.uk/,
Stowmarket Golf Club,parkland,,,https://www.stowmarketgolfclub.co.uk/,no yardage found
Sturminster Marshall Golf Club,,,,https://www.sturminstermarshallgc.co.uk,no yardage found
Sunbury Golf (18 Hole),,,,https://golf.sunburygolf.co.uk,no yardage found
Sunbury Golf (9 Hole),,,,https://golf.sunburygolf.co.uk,no yardage found
Sundridge Park Golf Course (SPGC East),parkland,,,https://www.sundridgeparkgolfclub.co.uk/visitor_welcome,no yardage found
Sundridge Park Golf Course (SPGC West),parkland,,,https://www.sundridgeparkgolfclub.co.uk/visitor_welcome,no yardage found
Surbiton Golf Club,,,,https://www.surbitongolfclub.com/,no yardage found
Surrey Downs Golf Club,parkland,6265,6265,https://www.surreydownsgc.co.uk/,
Surrey National Golf Club,,7000,7000,https://surreynational.co.uk/golf/,
Sutton Green Golf Club,parkland,6433,6433,https://www.suttongreengc.co.uk/,
Swaffham Golf Club,,,,https://www.club-noticeboard.co.uk/swaffham/,no yardage found
Sweetwoods,parkland,,,https://sweetwoods.co.uk/,no yardage found
Tall Pines Golf Club,parkland,6067,6067,https://www.tallpinesgolf.co.uk/,
Tavistock Golf Club,moorland,6512,6512 6167 5762,https://www.tavistockgolfclub.co.uk/,several yardages — check which tee
Tehidy Park Golf Club (Tehidy Park),parkland,6261,6261,https://www.tehidyparkgolfclub.co.uk/,
Teignmouth Golf Course,moorland,,,https://teignmouthgolfclub.co.uk/,no yardage found
Tenterden Golf Club,parkland,,,https://www.tenterden.golf/golf-course,no yardage found
Test Valley Golf Club,,,,https://www.testvalleygolf.com,no yardage found
Test Valley Golf Club (Front 9),,,,https://www.testvalleygolf.com,no yardage found
Thames Ditton and Esher Golf Club,,5190,5190,https://thamesdittonandeshergolfclub.com/,"hand: inland, not links"
The Caversham,,7319,7319 5536,https://thecaversham.co.uk/,"several yardages — check which tee; hand: club says 'inland links' — not coastal, left blank"
The Club at Mapledurham,,,,https://golf.theclubatmapledurham.com,no yardage found
The Drift Golf Club,woodland,,,https://www.driftgolfclub.com/,no yardage found
The Heron (Hawk-Vixen),parkland,,6755,https://www.heroncountryclub.uk/our_courses,"hand: cleared, the page gave one yardage for all of this club's courses"
The Heron (Heron-Hawk),parkland,,6755,https://www.heroncountryclub.uk/our_courses,"hand: cleared, the page gave one yardage for all of this club's courses"
The Heron (Vixen-Heron),parkland,,6755,https://www.heroncountryclub.uk/our_courses,"hand: cleared, the page gave one yardage for all of this club's courses"
The Inspiration Club,parkland,6610,6610 6100 5440,https://theinspirationclub.co.uk/,types seen: parkland/links; several yardages — check which tee
The Kidderminster Golf Club,parkland,6441,6441,https://www.thekidderminstergolfclub.com/,
The Leatherhead Club,,5757,5757 5455,https://www.theleatherheadclub.com/the_course,several yardages — check which tee
The Millbrook Golf Club (1st Tee),heathland,,,https://www.themillbrook.com/aboutus/,no yardage found
The Mount Golf & Country Club,parkland,6636,6636 5526,https://www.mountgolfandcountryclub.co.uk/golf,several yardages — check which tee
The Nine of Herts,,,,https://www.9ofherts.co.uk/,no yardage found
The Old Nene Golf & Country Club,,,,https://www.theoldnene.co.uk,no yardage found
The Rayleigh Club,,6616,6616 4670,https://www.therayleighclub.com/golf/,several yardages — check which tee
The Richmond Golf Club,,6100,6100 6091,https://therichmondgolfclub.com/,several yardages — check which tee
The Ridge,,6242,6242 5840 5550 5197,https://www.theridge.co.uk/,several yardages — check which tee
The South Staffordshire Golf Club,parkland,6594,6594 6587,https://southstaffordshiregolfclub.co.uk/,several yardages — check which tee
The Toft Country House Hotel and Golf Club,,6369,6369 6321,https://www.toftgolfclub.co.uk/the-course/course-overview/,several yardages — check which tee
The Weald of Kent Golf Course,parkland,,,https://www.weald-of-kent.co.uk/,no yardage found
The West Berkshire Golf Club,downland,7022,7022 7000 5450,https://www.thewbgc.co.uk/,several yardages — check which tee
The Woldingham Golf Club,,6000,6000,https://woldinghamgc.co.uk/golf/,
Thetford Golf Club (Thetford),heathland,6849,6849,https://www.thetfordgolfclub.co.uk/,
Theydon Bois Golf Club,,,,https://www.theydongolf.co.uk,no yardage found
Thornbury Golf Centre,parkland,6300,6300 6265 6200,https://thornburygc.co.uk/golf/our-courses/,several yardages — check which tee
Thorndon Park Golf Club,,,,https://www.thorndonpark.com,no yardage found
Thorpeness Hotel & Golf Club,heathland,6311,6311,https://www.thorpeness.co.uk/,
Three Rivers Golf & Country Club,parkland,6449,6449,https://threeriversclub.com/course/,
Thurlestone Hotel Golf Course,links,6175,6175,https://www.thurlestonegolfclub.co.uk/,
Tickenham Golf Club,,,,https://www.tickenhamgolf.co.uk/,no yardage found
Tidworth Garrison Golf Club,downland,6161,6161 5748 4317,https://www.tidworthgolfclub.co.uk/,several yardages — check which tee
Tilgate Forest Golf Centre,,,,https://www.intelligentgolf.co.uk,no yardage found
Tilsworth Golf Course,,,,https://www.tilsworthgolf.co.uk,no yardage found
Tiverton Golf Club,parkland,,,https://tivertongolfclub.co.uk/,no yardage found
Top Meadow,parkland,,,https://www.topmeadow.co.uk/,no yardage found
Torquay Golf Club (Torquay Golf Club),parkland,5559,5559 5301 4053,https://www.torquaygolfclub.co.uk/,several yardages — check which tee
Trent Lock Golf Centre (Canal Side 9 hole),,,,https://www.trentlock.co.uk/,no yardage found
Trent Lock Golf Centre (Riverside),,,,https://www.trentlock.co.uk/,no yardage found
Truro Golf Club (1st Tee),parkland,5372,5372,https://www.trurogolfclub.co.uk/,
Twisted Stone Golf Course,,,,https://www.twistedstonegc.com/,no yardage found
Tyrrells Wood Golf Course,,,,https://www.tyrrellswoodgolfclub.com,no yardage found
Ufford Park Golf Course (1st Tee),,,,https://www.uffordpark.co.uk/,no yardage found
Upavon Golf Club,,6722,6722,https://www.upavongolfclub.co.uk/visitor_information,
Walmer and Kingsdown Golf Links,clifftop,6471,6471,https://www.kingsdowngolf.co.uk/,types seen: clifftop/downland
Walsall Golf Club,,,,https://www.walsallgolfclub.co.uk/,no yardage found
Wanstead Golf Club,parkland,5765,5765,https://wgclondon.co.uk/,
Wareham Golf Club,,5572,5572 5552 5191 4836,https://www.warehamgolfclub.com/course-scorecard,several yardages — check which tee
Warley Park Golf Club,parkland,6055,6055,https://www.warleyparkgc.co.uk/,
Waterlooville Golf Course,parkland,6550,6550,https://waterloovillegolfclub.com/,
Welford-on-Avon Golf Course,parkland,6080,6080,https://www.welfordgolf.co.uk/,
Wells Golf Club,parkland,5714,5714 5422,https://www.wellsgolfclub.co.uk/,types seen: parkland/woodland; several yardages — check which tee
Wergs Golf Club (1st Tee),,6949,6949,https://wergsgolfclub.com/,
Wessex Golf Centre,,,,https://wessexgolfcentre.com,no yardage found
West Byfleet Golf Club,,6531,6531 5647,https://westbyfleetgolfclub.co.uk/,several yardages — check which tee
West Essex Golf Club,parkland,6385,6385,https://westessexgolfclub.co.uk/,
West Kent Golf Club,downland,6427,6427 6160 6151 6000 5971 5951,https://www.wkgc.co.uk/hole_1,types seen: downland/parkland; several yardages — check which tee
West Malling (Hurricane),,,,https://www.westmallinggolf.com/,no yardage found
West Malling (Spitfire),,,,https://www.westmallinggolf.com/,no yardage found
West Surrey Golf Club,heathland,6482,6482 6415 6258,https://www.wsgc.co.uk/,types seen: heathland/parkland; several yardages — check which tee
West Sussex Golf Club,heathland,,,https://westsussexgolf.co.uk/,no yardage found
Westerham,woodland,6270,6270,https://westerhamgc.co.uk/,
Westgate and Birchington Golf Club,,4877,4877,https://www.westgate-and-birchington-golfclub.co.uk/course-overview,
Weybrook Park Golf Club (Combo East to WF9),parkland,,6808 6574 6189 5635,https://www.weybrookpark.co.uk/the-course/the-east-course,"hand: cleared, the page gave one yardage for all of this club's courses"
Weybrook Park Golf Club (Weybrook Park East),parkland,,6808 6574 6189 5635,https://www.weybrookpark.co.uk/the-course/the-east-course,"hand: cleared, the page gave one yardage for all of this club's courses"
Weybrook Park Golf Club (Weybrook Park West),parkland,,6808 6574 6189 5635,https://www.weybrookpark.co.uk/the-course/the-east-course,"hand: cleared, the page gave one yardage for all of this club's courses"
Wharton Park Golf & Country Club,,,,https://www.whartonpark.co.uk,no yardage found
Whitefields,,6289,6289,https://www.whitefieldsgolfclub.co.uk/course/,
Whitehill Golf,,,,https://www.whitehillgolf.co.uk/,no yardage found
Whiteleaf Golf Club,downland,,,https://www.whiteleafgolfclub.co.uk/scorecard,types seen: downland/parkland; no yardage found
Whitley Golf Club,parkland,,,https://www.whitleygolfclub.com/,no yardage found
Whitsand Bay Golf Club,,6015,6015,https://www.whitsandbaygolf.com/,
Whittington Heath Golf Club,heathland,6658,6658,https://www.whittingtonheathgc.co.uk/,
Wickham Park Golf Course,,,,https://golf.wickhamparkgolf.co.uk,no yardage found
Wildernesse,,6500,6500 6178 5943 5713,https://www.wildernesse.co.uk/the_course,several yardages — check which tee
Willingdon,,6094,6094 5841 5527,https://www.willingdongolfclub.co.uk/,several yardages — check which tee
Wiltshire Golf and Country Club (Garden),,,6628,https://the-wiltshire.co.uk/golf/course-and-facilities/,"hand: cleared, the page gave one yardage for all of this club's courses"
Wiltshire Golf and Country Club (Lakes),,,6628,https://the-wiltshire.co.uk/golf/course-and-facilities/,"hand: cleared, the page gave one yardage for all of this club's courses"
Wollaton Park Golf Club (1st Tee),parkland,6513,6513,https://www.wollatonparkgolfclub.com/,
Woodbury Park Hotel & Golf Club (The Acorns),,,,https://golf.woodburypark.co.uk,no yardage found
Woodbury Park Hotel & Golf Club (The Oaks),,,,https://golf.woodburypark.co.uk,no yardage found
Woodcote Park Golf Club,downland,6787,6787,https://www.woodcotepgc.com/,types seen: downland/parkland
Woodhall Spa National Golf Centre (Bracken),heathland,,6643 6537,https://www.linksgolfclub.co.uk/,"hand: heathland, not the page's 'parkland'"
Woodhall Spa National Golf Centre (Hotchkin),heathland,,6643 6537,https://www.linksgolfclub.co.uk/,"hand: heathland, not the page's 'parkland'"
Woodlands Golf & Country Club (Masters),parkland,,6139,https://www.woodlands-golf.com/,"hand: cleared, the page gave one yardage for all of this club's courses"
Woodlands Golf & Country Club (Signature),parkland,,6139,https://www.woodlands-golf.com/,"hand: cleared, the page gave one yardage for all of this club's courses"
Woodspring Golf & Country Club (18 Hole),parkland,,,https://www.woodspring-golf.com/,no yardage found
Woodspring Golf & Country Club (9 Hole),parkland,,,https://www.woodspring-golf.com/,no yardage found
Woodspring Golf & Country Club (9 Holes Course 2),parkland,,,https://www.woodspring-golf.com/,no yardage found
Woolston Manor Golf & Country Club,,6496,6496,https://www.woolstonmanor.co.uk/golf/the-course,
Worksop Golf Club,heathland,6721,6721 6628 5928,https://www.worksopgolfclub.com/,several yardages — check which tee
Worldham Golf Club,parkland,6257,6257 5887,https://www.worldhamgolf.co.uk/,several yardages — check which tee
Wycombe Heights Golf Centre,,6053,6053,https://wycombeheightsgc.co.uk/golf/courses/,
Yelverton Golf Club,moorland,6302,6302,https://www.yelvertongolf.co.uk/,
Yeovil Golf Club (Newton),parkland,,6043 5720 5407,https://www.yeovilgolfclub.com/old_course,"hand: cleared, the page gave one yardage for all of this club's courses"
Yeovil Golf Club (Old),parkland,,6043 5720 5407,https://www.yeovilgolfclub.com/old_course,"hand: cleared, the page gave one yardage for all of this club's courses"
